100287102	DDX11L1
653635	WASH7P
102466751	MIR6859-1
107985730	MIR1302-2HG
100302278	MIR1302-2
645520	FAM138A
79504	OR4G4P
403263	OR4G11P
79501	OR4F5
100996442	LOC100996442
107126284	SEPT14P18
100420257	CICP27
729737	LOC729737
106480049	RNU6-1100P
107403151	GTF2IP10
102725121	LOC102725121
102723897	LOC102723897
102465909	MIR6859-2
107985721	LOC107985721
728481	RPL23AP21
728517	RPL23AP24
112268260	LOC112268260
106479030	WBP1LP7
729759	OR4F29
106481733	SEPT14P13
100288667	CICP7
100132287	LOC100132287
105378947	LOC105378947
101928626	LOC101928626
100887749	MTND1P23
100652939	MTND2P28
107075141	MTCO1P12
102465432	MIR6723
107075310	MTCO2P12
106480795	MTATP8P1
106480796	MTATP6P1
107075270	MTCO3P12
106481797	WBP1LP6
81399	OR4F16
107105354	SEPT14P14
100132630	CICP3
100133331	LOC100133331
107984841	LOC107984841
107984847	LOC107984847
107984849	LOC107984849
106480091	RNU6-1199P
100288069	LOC100288069
105378580	LOC105378580
400728	FAM87B
79854	LINC00115
643837	LINC01128
107984850	LOC107984850
284593	FAM41C
388579	TUBB8P11
284600	LOC284600
100130417	LOC100130417
107985728	LOC107985728
148398	SAMD11
26155	NOC2L
339451	KLHL17
84069	PLEKHN1
84808	PERM1
57801	HES4
100270829	RPL39P12
9636	ISG15
375790	AGRN
100288175	LOC100288175
112267874	LOC112267874
105378948	LOC105378948
401934	RNF223
54991	C1orf159
254099	LINC01342
406984	MIR200B
406983	MIR200A
554210	MIR429
100506376	TTLL10-AS1
254173	TTLL10
8784	TNFRSF18
7293	TNFRSF4
51150	SDF4
126792	B3GALT6
388581	C1QTNF12
118424	UBE2J2
101928895	LINC01786
6339	SCNN1D
116983	ACAP3
102465434	MIR6726
109623456	SNORD167
126789	PUSL1
54973	INTS11
102465435	MIR6727
80772	CPTP
83756	TAS1R3
1855	DVL1
102466740	MIR6808
54587	MXRA8
54998	AURKAIP1
107075246	NDUFB4P8
81669	CCNL2
148413	LOC148413
55052	MRPL20
107074708	RN7SL657P
107984868	LOC107984868
441869	ANKRD65
105378585	LOC105378585
643965	TMEM88B
102724312	LINC01770
107985729	LOC107985729
64856	VWA1
219293	ATAD3C
83858	ATAD3B
55210	ATAD3A
339453	TMEM240
29101	SSU72
643988	FNDC10
105378586	LOC105378586
142678	MIB2
8510	MMP23B
984	CDK11B
728661	SLC35E2B
100288379	LOC100288379
8511	MMP23A
728642	CDK11A
9906	SLC35E2A
100129381	LOC100129381
112268218	LOC112268218
65220	NADK
2782	GNB1
105378949	LOC105378949
163688	CALML6
339456	TMEM52
85452	CFAP74
107984872	LOC107984872
105378589	LOC105378589
2563	GABRD
105378590	LOC105378590
105378591	LOC105378591
5590	PRKCZ
100506504	PRKCZ-AS1
199990	FAAP20
112268219	LOC112268219
105378593	LOC105378593
105378592	LOC105378592
6497	SKI
79906	MORN1
100129534	LOC100129534
11079	RER1
5192	PEX10
9651	PLCH2
55229	PANK4
388585	HES5
115110	TNFRSF14-AS1
8764	TNFRSF14
100996583	LOC100996583
127281	FAM213B
79258	MMEL1
105378597	LOC105378597
100287898	TTC34
105378603	LOC105378603
105378602	LOC105378602
105378601	LOC105378601
112268220	LOC112268220
107985732	LOC107985732
105378600	LOC105378600
105378598	LOC105378598
107984904	LOC107984904
105378599	LOC105378599
140625	ACTRT2
440556	LINC00982
63976	PRDM16
100420339	LOC100420339
100422968	MIR4251
105378606	LOC105378606
107984909	LOC107984909
105378605	LOC105378605
105378604	LOC105378604
27237	ARHGEF16
1953	MEGF6
105378608	LOC105378608
693135	MIR551A
105378607	LOC105378607
127262	TPRG1L
49856	WRAP73
7161	TP73
105378610	LOC105378610
105378609	LOC105378609
57212	TP73-AS1
148870	CCDC27
388588	SMIM1
57470	LRRC47
106481079	RN7SL574P
9731	CEP104
1677	DFFB
107984910	LOC107984910
339448	C1orf174
100133612	LINC01134
728716	LINC01346
105376672	LINC01345
105376673	LOC105376673
644357	EEF1DP6
284661	LINC01777
105376674	LOC105376674
105376679	LINC01646
107985376	LOC107985376
55966	AJAP1
105376680	LOC105376680
102724429	LOC102724429
105376681	LOC105376681
105376682	LOC105376682
107984911	LOC107984911
105376686	LOC105376686
100616489	MIR4417
100616421	MIR4689
261734	NPHP4
8514	KCNAB2
26038	CHD5
112268285	LOC112268285
105376687	LOC105376687
6146	RPL22
107985733	LOC107985733
102724450	LOC102724450
388591	RNF207
23463	ICMT
148645	LINC00337
390992	HES3
387509	GPR153
11332	ACOT7
54626	HES2
83715	ESPN
100422975	MIR4252
8718	TNFRSF25
57449	PLEKHG5
79707	NOL9
106481411	RNU6-731P
80835	TAS1R1
107984912	LOC107984912
3104	ZBTB48
9903	KLHL21
107984913	LOC107984913
148479	PHF13
90326	THAP3
55735	DNAJC11
100505887	LINC01672
110841581	CAMTA1-DT
23261	CAMTA1
100270828	RPL37P9
106481604	RNU1-8P
105376692	LOC105376692
102725193	LOC102725193
101928836	LOC101928836
105376691	LOC105376691
105376689	LOC105376689
9341	VAMP3
8863	PER3
10911	UTS2
3604	TNFRSF9
11315	PARK7
54206	ERRFI1
390993	RPL7AP18
107984915	LOC107984915
100129776	LOC100129776
106481952	RNU1-7P
102724539	LINC01714
105376695	LOC105376695
106480004	RNU6-991P
50651	SLC45A1
473	RERE
102724552	LOC102724552
106632271	SNORD128
100270823	RPL7P11
644896	RPL7P7
100128662	RPL27P3
100131143	RPL23AP19
2023	ENO1
102465436	MIR6728
100505975	ENO1-AS1
106481275	RNU6-304P
100113373	HMGN2P17
112268261	LOC112268261
765	CA6
106480377	RN7SL451P
155184	SLC2A7
6518	SLC2A5
107984916	LOC107984916
80045	GPR157
106614088	MIR34AHG
407040	MIR34A
102724571	LINC01759
9563	H6PD
80176	SPSB1
100506022	LOC100506022
100873279	RNA5SP40
84275	SLC25A33
642740	RPL9P11
199953	TMEM201
107985734	LOC107985734
105376712	LOC105376712
5293	PIK3CD
644997	PIK3CD-AS1
100270883	RPL26P7
101929074	PIK3CD-AS2
22883	CLSTN1
106480302	MZT1P1
56998	CTNNBIP1
105376717	LOC105376717
84328	LZIC
64802	NMNAT1
106480915	RN7SKP269
100847055	MIR5697
116362	RBP7
10277	UBE4B
100270877	RPL21P21
100420660	PGAM1P11
106479932	RNU6-828P
23095	KIF1B
100422970	MIR1273D
106478920	RNU6-37P
107048981	RN7SL731P
105376725	LOC105376725
5226	PGD
100526739	CENPS-CORT
378708	CENPS
1325	CORT
1676	DFFA
5195	PEX14
106481089	RN7SL614P
54897	CASZ1
105376733	LOC105376733
106480259	HSPE1P24
105376735	LOC105376735
148345	C1orf127
390996	CFL1P6
23435	TARDBP
10747	MASP2
6723	SRM
5394	EXOSC10
105376736	LOC105376736
2475	MTOR
100873935	MTOR-AS1
106479804	RNU6-537P
10218	ANGPTL7
106479696	RNU6-291P
100270891	RPL39P6
29914	UBIAD1
100421341	UBE2V2P3
105376737	LOC105376737
105376739	LOC105376739
105376740	LOC105376740
109729120	MTCYBP45
57540	DISP3
112268221	LOC112268221
101929181	LINC01647
26232	FBXO2
93611	FBXO44
26270	FBXO6
10459	MAD2L2
374946	DRAXIN
57085	AGTRAP
101060126	LOC101060126
284498	C1orf167
102724659	LOC102724659
4524	MTHFR
1185	CLCN6
100379251	NPPA-AS1
4878	NPPA
4879	NPPB
390997	LOC390997
26829	RNU5E-1
100873829	RNU5E-4P
90231	KIAA2013
5351	PLOD1
9927	MFN2
60672	MIIP
102466982	MIR6729
106481100	RN7SL649P
943	TNFRSF8
106481426	RNU6-777P
106480336	RPL23AP89
102465836	MIR7846
7133	TNFRSF1B
100616438	MIR4632
107984917	LOC107984917
390998	RPL10P17
55187	VPS13D
677885	SNORA59A
105376744	LOC105376744
9249	DHRS3
106479551	RNU6ATAC18P
102466722	MIR6730
343066	AADACL4
126767	AADACL3
93190	C1orf158
390999	PRAMEF12
65121	PRAMEF1
105376745	LINC01784
440560	PRAMEF11
441870	PRAMEF30P
343069	HNRNPCL1
65122	PRAMEF2
400735	PRAMEF4
343071	PRAMEF10
441871	PRAMEF7
106480037	RNU6-1072P
729356	PRAMEF29P
440561	PRAMEF6
102724742	PRAMEF28P
101929983	PRAMEF27
649330	HNRNPCL3
441873	PRAMEF25
649324	PRAMEF34P
100419649	PRAMEF35P
440563	HNRNPCL2
645354	PRAMEF36P
645359	PRAMEF26
101060301	HNRNPCL4
343070	PRAMEF9
400736	PRAMEF13
391003	PRAMEF18
100129611	PRAMEF31P
343068	PRAMEF5
650236	PRAMEF32P
106479907	RNU6-771P
391002	PRAMEF8
645382	PRAMEF33
653619	PRAMEF15
729528	PRAMEF14
645414	PRAMEF19
391004	PRAMEF17
645425	PRAMEF20
126755	LRRC38
102724856	LOC102724856
107984918	LOC107984918
106481724	BRWD1P1
10630	PDPN
107984919	LOC107984919
100873280	RNA5SP41
105378612	LOC105378612
105376756	LOC105376756
7799	PRDM2
23254	KAZN
106481579	RNU6-1265P
107985467	LOC107985467
107985468	LOC107985468
105376762	KAZN-AS1
494541	TBCAP2
105376759	LOC105376759
107985469	LOC107985469
200197	TMEM51-AS1
55092	TMEM51
727684	C1orf195
100420251	LOC100420251
100421184	LOC100421184
114827	FHAD1
101927417	LOC101927417
101927441	LOC101927441
79180	EFHD2
11330	CTRC
63036	CELA2A
105376767	LOC105376767
51032	CELA2B
842	CASP9
23341	DNAJC16
107397391	SCARNA21B
79814	AGMAT
645317	CHCHD2P6
106479092	RNU7-179P
935	CD24P1
84301	DDI2
6248	RSC1A1
23207	PLEKHM2
284723	SLC25A34
110806303	SLC25A34-AS1
388595	TMEM82
54751	FBLIM1
729500	RPL12P14
440567	UQCRHL
441876	RPS16P1
729614	FLJ37453
23013	SPEN
7709	ZBTB17
149563	SRARP
27129	HSPB7
1187	CLCNKA
440568	LOC440568
1188	CLCNKB
348487	FAM131C
1969	EPHA2
101927479	LOC101927479
128272	ARHGEF19
101927546	ANO7L1
79363	CPLANE2
645652	MT1XP1
54455	FBXO42
26099	SZRD1
729662	RPL22P3
374955	SPATA21
55707	NECAP2
107984921	LINC01772
114819	CROCCP3
26871	RNU1-1
107985757	TRNAN-GUU
100132147	LINC01783
106480152	RNU1-6P
107985758	TRNAE-UUC
100133301	FAM231BP
7195	TRNAG1
100189486	TRG-CCC4-1
100421267	LOC100421267
101056699	TRK-CTT7-1
55672	NBPF1
105376794	LOC105376794
84809	CROCCP2
11209	MST1P2
107985736	LOC107985736
26869	RNU1-3
729574	FAM231AP
107985759	TRNAG-CCC
280661	EIF1AXP1
284729	ESPNP
100189500	TRV-CAC13-1
100189045	TRG-CCC5-1
102723383	LOC102723383
6060	RNU1-4
100421113	CROCCP4
11223	MST1L
100421279	LOC100421279
100500876	MIR3675
100189479	TRV-CAC11-2
100189298	TRG-CCC1-2
100132070	FAM231EP
112267871	LOC112267871
7193	TRE-TTC3-1
107105261	RNU1-5P
100189183	TRN-GTT13-1
107985101	LOC107985101
105376805	LOC105376805
791226	TRN-GTT4-1
26870	RNU1-2
9696	CROCC
4237	MFAP2
105376806	LOC105376806
23400	ATP13A2
6390	SDHB
11240	PADI2
105376808	LOC105376808
400743	LOC400743
29943	PADI1
51702	PADI3
100616188	MIR3972
23569	PADI4
353238	PADI6
55920	RCC2
55160	ARHGEF10L
107984028	LOC107984028
81569	ACTL8
105376809	LOC105376809
105376812	LOC105376812
101927876	LINC01654
84966	IGSF21
105376814	IGSF21-AS1
127707	KLHDC7A
391012	DYNLL1P3
5081	PAX7
80834	TAS1R2
8659	ALDH4A1
100616120	MIR4695
100302276	MIR1290
126917	IFFO2
105376815	LOC105376815
23352	UBR4
101927895	LOC101927895
23065	EMC1
51154	MRTO4
246181	AKR7L
22977	AKR7A3
100506730	LOC100506730
8574	AKR7A2
106481526	RNU6-1099P
54896	PQLC2
832	CAPZB
106479323	RN7SL277P
105376819	LOC105376819
105376818	LOC105376818
106479570	RNU4-28P
105376817	LOC105376817
105378614	LOC105378614
100532736	MINOS1-NBL1
440574	MINOS1
644068	RPS14P3
4681	NBL1
3362	HTR6
255104	TMCO4
54546	RNF186
105376823	LOC105376823
23252	OTUD3
30814	PLA2G2E
106479333	RN7SL304P
5320	PLA2G2A
5322	PLA2G5
100419911	LOC100419911
26279	PLA2G2D
64600	PLA2G2F
391013	PLA2G2C
127733	UBXN10
101928017	UBXN10-AS1
105376825	LOC105376825
105376826	LOC105376826
105376827	LINC01757
